"Código";"Descripción";"Categoría";"Tipo";"Clasificación"
"ABDJ20001";"JEAN STRAIGHT";"01";"99";"99"
"ABDJ20021";"JEAN CHUPIN 2 PINZAS PUSH UP LOC.";"01";"99";"12"
"ABDJ20054";"JEAN CHUPIN BLUE ESTATICO";"01";"99";"12"
"ABDJ220046";"JEAN CHUPIN PU CIERRE BOTAMANGA";"01";"99";"12"
"ABIDR10024";"REMERA COLLINS";"99";"99";"99"
"AGA4";"SUPLE NRO.4 (BOLSO DE MANO)";"37";"99";"99"
"AGACP600";"CARPETA CUERO";"99";"99";"99"
"AGACP603";"CARPETA OFICIO CUERO C/CIERRE";"99";"99";"99"
"AGANC2896";"NECESER SIMPLE";"99";"99";"99"
"AGAPT4028";"PORTATERMO RIGIDO GRANDE";"99";"99";"99"
"AGHABOXER1";"BOXER FANTASIA";"32";"02";"99"
"AGHABT100";"BILLETERA CUERO COMBINADO";"41";"99";"99"
"AGHABT1002";"BILLETERA 2 DIV.PORTA TARJ.";"41";"99";"99"
"AGHABT107";"BILLETERA CUERO COMBINADO";"41";"99";"99"
"AGHABT265";"BILLETERA COMB.C/TARJ.";"41";"99";"99"
"AGHABT271";"BILLETERA COMB.C/TARJ.";"41";"99";"99"
"AGHABT273";"BILLETERA COMB.C/TARJ.";"41";"99";"99"
"AGHABT3010";"BILLETERA C/APLIQUE";"41";"99";"99"
"AGHABT3018";"BILLETERA 2 DIV.C/SOLAPA FINA";"41";"99";"99"
"AGHABT4001";"BILLETERA FINA TARJ.DEMT.";"41";"99";"99"
"AGHABT4002";"BILLETERA FINA MEDIANA";"41";"99";"99"
"AGHABT4009";"BILLETERA FINA EURO C/VISOR";"41";"99";"99"
"AGHABT4010";"BILLETERA FINA C/TARJETERO";"41";"99";"99"
"AGHABT4018";"BILLETERA FINA C/VISOR";"41";"99";"99"
"AGHABT6009";"BILLETERA CUERO C/TARJ.FORRADA EN SEDA";"41";"99";"99"
"AGHABT6014";"BILLETERA CUERO MULTIPLE CALADO";"41";"99";"99"
"AGHABT6016";"BILLETERA CUERO 4 CALADO";"41";"99";"99"
"AGHACT11600BE";"CINTO BEIGE CASUAL URBANO";"34";"99";"99"
"AGHACT11600M";"CINTO MARRON CASUAL URBANO";"34";"99";"99"
"AGHACT11600MOFF";"FALLA MARRON CASUAL URBANO";"34";"99";"99"
"AGHACT11600N";"CINTO NGO CASUAL URBANO";"34";"99";"99"
"AGHACT11600SU";"CINTO SUELA CASUAL URBANO";"34";"99";"99"
"AGHACT11601SU";"CINTO SUELA URBANO C/TACHAS";"34";"99";"99"
"AGHACT11602N";"CINTO URBANO C/OJALILLOS";"34";"99";"99"
"AGHACT11603N";"CINTO URBANO GRABADO";"34";"99";"99"
"AGHACT11604N";"CINTO NGO URBANO ROMBO";"34";"99";"99"
"AGHACT11605M";"CINTO MARRON URBANO C/COSTURA";"34";"99";"99"
"AGHACT11605N";"CINTO URBANO C/COSTURAS";"34";"99";"99"
"AGHACT11606N";"CINTO NGO URBANO TROQ.COMP.";"34";"99";"99"
"AGHACT15001M";"CINTO MARRON";"34";"99";"99"
"AGHACT15001N";"CINTO NGO";"34";"99";"99"
"AGHACT15002N";"CINTO VESTIR P/40";"34";"99";"99"
"AGHACT15004N";"CINTO NEGRO VESTIR P35 EN CROCO";"34";"99";"99"
"AGHANC3000";"NECESER CUERO TIPO BAUL C/ABERTURA SUP.";"99";"99";"99"
"AGHJ314";"JEAN TIKEHAU";"01";"99";"99"
"AGHJ317";"JEAN NUKUHIVA";"01";"99";"99"
"AGHJ325";"JEAN ALEX O";"01";"99";"99"
"AGHJ331";"JEAN TETIAROA";"01";"99";"99"
"AGHJ332";"JEAN ACAMARU";"01";"99";"99"
"AGHJ333";"JEAN HANUAE";"01";"99";"99"
"AGHJ334";"JEAN VAHANGA NGO";"01";"99";"99"
"AGHJ335";"JEAN MEKIRO";"01";"99";"99"
"AGHJ336";"JEAN DIONICIO";"01";"99";"99"
"AGHJ354";"JEAN JONICO";"01";"99";"99"
"AGHJ363";"JEAN ISOFI";"01";"99";"99"
"AGHJ369";"JEAN OSORES";"01";"99";"99"
"AGHKZ166CB";"ZAPATO CAOBA JAMES CUERO PUNTA PICADA";"45";"20";"99"
"AGHKZ166N";"ZAPATO NGO JAMES CUERO PUNTA PICADA";"45";"20";"99"
"AGHP999";"JOGG VARIOS ALG RUS";"03";"99";"99"
"AGHPPA40AZ";"PANT.AZUL TARENTO CORTE CHINO";"02";"09";"99"
"AGHPPA40BE";"PANT.BEIGE (HUMAN) TARENTO CORTE CHINO";"02";"09";"99"
"AGHPPA40CQ";"PANT.CAQUI TARENTO CORTE CHINO";"02";"09";"99"
"AGHPPA40G";"PANT.GRIS TARENTO CORTE CHINO EST.JEAN";"02";"09";"99"
"AGHPPA40N";"PANT.NGO TARENTO CORTE CHINO";"02";"09";"99"
"AGHPPA40V";"PANT.VDE TARENTO CORTE CHINO";"02";"09";"99"
"AGHPPA40VM";"PANT.VDE MILITAR TARENTO CORTE CHINO";"02";"09";"99"
"AGIDCA1032";"CAMPERA EXCLUSIVA";"26";"99";"99"
"AGIHB05N";"BUZO NEGRO TIME OVERSIZE RED";"21";"99";"06"
"AGIHB05V";"BUZO VERDE TIME OVERSIZE RED";"21";"99";"06"
"AGIHBU999";"BUZO ESPARTANO BCO ALG RUS";"21";"99";"99"
"AGIHC389";"CAMISA M/L MATEO RAYAS CELESTE";"15";"03";"99"
"AGIHC396";"CAMISA M/L PIETRO RAYAS BLANCA";"15";"03";"99"
"AGIHC400C";"CAMI M/L LIAM BCA RAYAS CELESTE";"15";"03";"99"
"AGIHC400RS";"CAMI M/L PIETRO BCA RAYAS ROSA";"15";"03";"99"
"AGIHC400RSOFF";"FALLA CAMI M/L PIETRO BCA RAYAS ROSA";"15";"03";"99"
"AGIHC410AZ";"CAM.AZUL NOCHE LISA FRANCISCO";"15";"99";"99"
"AGIHC410B";"CAM.BCO LISA FRANCISCO";"15";"99";"99"
"AGIHC410RS";"CAM.ROSA LISA FRANCISCO";"15";"99";"99"
"AGIHC411";"CAM.JOAQUIN RAYAS COLOR M/L";"15";"03";"99"
"AGIHC412";"CAM.ANTONIO BCO RAYAS NGO M/L";"15";"03";"99"
"AGIHC414";"CAM.GERONIMO BCO RAYAS CELESTE M/L";"15";"03";"99"
"AGIHC433N";"CAMISA M/L ISMAEL NEGRO LISA";"15";"99";"99"
"AGIHC433NA";"CAMISA M/L ISMAEL NAVY AZUL LISA";"15";"99";"99"
"AGIHC438";"CAMISA M/L JUAN AZUL FANTASIA";"15";"02";"99"
"AGIHC439";"CAMISA M/L MATIAS NEGRA FANTASIA";"15";"02";"99"
"AGIHC440";"CAMISA M/L NICOLAS NEGRA FANTASIA";"15";"02";"99"
"AGIHC441";"CAMISA M/L BENJAMIN NEGRO FANTASIA";"15";"02";"99"
"AGIHC442";"CAMISA M/L PEDRO 2 NEGRA FANTASIA";"15";"02";"99"
"AGIHC445";"CAMISA M/L SANTINO 2 NEGRA FANTASIA";"15";"02";"99"
"AGIHC446";"CAMISA M/L MATEO 2 AZUL FANTASIA";"15";"02";"99"
"AGIHC447";"CAMISA M/L GERARDO 2 NEGRA FANTASIA";"15";"02";"99"
"AGIHC454";"CAMISA M/L ELEXI AZUL CUADRI";"15";"04";"99"
"AGIHC454OFF";"FALLACAMISA M/L ELEXI AZUL CUADRI";"15";"04";"99"
"AGIHC455";"CAM ML LAUTI RAYAS";"15";"03";"10"
"AGIHC458AZ";"CAM ML GABRIEL AZUL BAS";"13";"01";"10"
"AGIHCA41";"CAMPERA NAZARENO NEGRO";"99";"99";"99"
"AGIHCA41CT";"CAMP.CEMENTO NAZARENO CUELLO TEJIDO";"99";"99";"99"
"AGIHCA41N";"CAMP.NGO NAZARENO CUELLO TEJIDO";"99";"99";"99"
"AGIHCA51DDL";"CAMPERA APOLO DULCE DE LECHE PLUSH";"99";"99";"99"
"AGIHCA51PE";"CAMPERA APOLO PETROLEO PLUSH";"99";"99";"99"
"AGIHCA51RS";"CAMPERA APOLO ROSA PLUSH";"99";"99";"99"
"AGIHCA999";"CAMP ARTIC CAMUFLADO ALG RUS";"25";"99";"99"
"AGIHCH105N";"CHOMBA CHARLY NGO LISO M/L";"13";"99";"99"
"AGIHCH105NT";"CHOMBA CHARLY NATURAL LISO M/L";"13";"99";"99"
"AGIHCH105TT";"CHOMBA CHARLY TOSTADO LISO M/L";"13";"99";"99"
"AGIHCJ3B";"CONJ ESPARTANO BLANCO ALG RUS";"27";"99";"99"
"AGIHCJ6C";"CONJ ARTIC CAMUFLADO RUSTICO BATIK";"27";"99";"99"
"AGIHCJ6G";"CONJ ARTIC GRIS RUSTICO BATIK";"27";"99";"99"
"AGIHCO19";"CHALECO ALFONSO NEGRO";"24";"99";"99"
"AGIHCO19CT";"CHALECO ALFONSO ROMBOS VESTIR";"24";"99";"99"
"AGIHP11";"POLERA MARCOS NEGRA CRUZADA";"18";"99";"99"
"AGIHP5";"POLERA AARON GRIS MELANGE";"18";"99";"99"
"AGIHP9";"POLERA LEO C/CIERRE GRIS MELANGE";"18";"99";"99"
"AGIHPO658G";"POLERA GRIS MGE AARON";"18";"99";"99"
"AGIHPO658N";"POLERA NGO AARON";"18";"99";"99"
"AGIHPO658PT";"POLERA PETROLEO AARON";"18";"99";"99"
"AGIHR112";"REM.NGO MARKO M/L";"11";"99";"99"
"AGIHR121AZ";"REM M/L AZUL C/CAPUCHA";"11";"99";"08"
"AGIHR121C";"REM M/L CAMEL C/CAPUCHA";"11";"99";"08"
"AGIHR121N";"REM M/L NEGRA C/CAPUCHA";"11";"99";"08"
"AGIHR121VNA";"REM M/L VERDE NAVY C/CAPUCHA";"11";"99";"08"
"AGIHR126G";"REM.GRIS MGE.DUNCAN C/CARTERA LANILLA";"11";"99";"99"
"AGIHR126TT";"REM.TOSTADO DUNCAN C/CARTERA LANILLA";"11";"99";"99"
"AGIHR126VS";"REM.VISON DUNCAN C/CARTERA LANILLA";"11";"99";"99"
"AGIHSW53AZ";"SWEATER AZUL LUIGI ROMBOS FANTASIA";"23";"02";"99"
"AGIHSW53G";"SWEATER GRIS LUIGI ROMBOS FANTASIA";"23";"02";"99"
"AGIHSW53N";"SWEATER NGO LUIGI ROMBOS FANTASIA";"23";"02";"99"
"AGIHSW54BO";"SWEATER BORDO ADRIANO ESC.V";"23";"99";"02"
"AGIHSW54G";"SWEATER GRIS ADRIANO ESC.V";"23";"99";"02"
"AGIHSW54N";"SWEATER NGO ADRIANO LISO ESC.";"23";"99";"02"
"AGIHSW54V";"SWEATER VDE.M.ADRIANO LISO ESC.";"23";"99";"02"
"AGUSVDV1417";"VESTIDO JULIETA";"19";"99";"99"
"AGVHBBER18";"BERM.JEAN NIUE";"04";"99";"99"
"AGVHBBER19";"BERM.JEAN WALLIS";"04";"99";"99"
"AGVHBBER22G";"BERM.GRIS RUSTICA ALG.TOMY";"04";"99";"99"
"AGVHBBER22N";"BERM.NGO RUSTICA ALG.TOMY";"04";"99";"99"
"AGVHBBER24N";"BERM.NGO LINO SEBASTIAN";"04";"99";"99"
"AGVHBBER25ND";"BERM.NUDE LINO HERRERA";"04";"99";"99"
"AGVHBBER26AZ";"BERM.AZUL GABARDINA CORTA";"04";"99";"99"
"AGVHBBER26V";"BERM.GAB.VERDE ELASTIZADA C/CORDON";"04";"99";"99"
"AGVHC402B";"CAM.BCO CUADROS FRANCIS M/L";"15";"04";"99"
"AGVHC406";"CAM.BCO RAYAS NGO ALVARO M/L";"15";"03";"99"
"AGVHC433AZ";"CAM.AZUL LISA ISMAEL M/L";"15";"01";"99"
"AGVHC433B";"CAM.BCO LISA ISMAEL M/L";"15";"01";"99"
"AGVHC433RS";"CAM.ROSA LISA ISMAEL M/L";"15";"01";"99"
"AGVHCC403";"CAM.NGO AARON LISA";"15";"01";"99"
"AGVHCC409AZ";"CAM.AZULINO CRISTIANO";"15";"99";"99"
"AGVHCC409RS";"CAM.ROSA CRISTIANO";"15";"01";"99"
"AGVHCC436B";"CAM.BCO LISA FEDERICO M/L";"15";"01";"99"
"AGVHCOCHAL20";"CHALECO ED MOD.VARIOS";"24";"99";"99"
"AGVHR115N";"REM M/C NEGRA C/BOLSILLO ROLANDO";"10";"99";"99"
"AGVHR115V";"REM VIOLETA M/C C/BOLSILLO ROLANDO";"10";"99";"99"
"AGVHR120";"REM M/C ZEUS ESTAMP C/RED";"10";"02";"01"
"AGVHR128";"REM M/C CRISTOBAL";"10";"99";"99"
"AGVHR131";"REM M/C GRIS POSEIDON  ESTAMPA";"10";"02";"99"
"AGVHR136";"REM M/C GRIS CESAR  ESTAMPA";"10";"02";"99"
"AGVHSACO125D";"SACO POLLY D MARRON RAYAS";"29";"03";"99"
"AGVHSACO127";"SACO VESTIR PAUL";"29";"99";"99"
"AGVHSACO145";"SACO NGO ABEL RAYA DORADA";"29";"03";"99"
"AGVHSACO145M";"SACO ABEL MARRON RAYAS";"29";"03";"99"
"AGVHSACO146";"SACO ADAM NEGRO RAYAS";"29";"03";"99"
"AGVHSACO146AZ";"SACO ADAM AZUL RAYAS";"29";"03";"99"
"AGVHSACO146BE";"SACO ADAM BEIGE RAYAS";"29";"03";"99"
"AGVHSACO147AZ";"SACO ADALBERTO AZUL RAYAS";"29";"03";"99"
"AGVHSACO147N";"SACO ADALBERTO NGO LISO";"29";"99";"99"
"AGVHSACO148AZ";"SACO EDUARDO AZUL RAYAS";"29";"03";"99"
"AGVHSACO148G";"SACO EDUARDO GRIS FANTASIA";"29";"02";"99"
"AGVHSACO149AZ";"SACO GAEL AZUL RAYAS";"29";"03";"99"
"AGVHSACO149BE";"SACO GAEL BEIGE";"29";"99";"99"
"AGVHSACO149G";"SACO GAEL GRIS CUADROS";"29";"04";"99"
"AGVHSACO149N";"SACO GAEL NGO RAYAS";"29";"03";"99"
"AGVHSACO150B";"SACO ANGEL BLANCO RAYAS CELESTES";"29";"03";"99"
"AGVHSACO150M";"SACO ANGEL MARRON";"29";"99";"99"
"AGVHSACO150N";"SACO ANGEL CUADRO NEGRO";"29";"04";"99"
"AGVHSACO152";"SACO RAFAEL SPORT";"29";"99";"99"
"ANDK06201919";"ZAPA ROSA/ROSA GRAVITY ULTRALIVIANO";"45";"22";"99"
"ANDK06204508";"ZAPA NUDE MOONSOFT DETALLE 3D";"45";"22";"99"
"ANDK06205301";"ZAPA LIGHT ROAD NGO AZUL DEP WALKING";"45";"22";"99"
"ANDK06205308";"ZAPA LIGHT ROAD CRUDO DEP WALKING";"45";"22";"99"
"ANDK06205331";"ZAPA LIGHT ROAD LILA FUCSIA DEP WALKING";"45";"22";"99"
"ANDK6200704G";"ZAPA GRIS ACERO AN DYNAMIX C/TRENZA";"45";"22";"99"
"ANDK6201530B";"ZAPA BCO SPECTER C/TRENZA";"45";"22";"99"
"ANHK06100901N";"ZAPA NGO WALKER CUSHION";"45";"22";"99"
"ANHK06100920N";"ZAPA NGO WALKER CUSHION";"45";"22";"99"
"ANHK06101501N";"ZAPA NGO SPECTER";"45";"22";"99"
"ANHK06101507G";"ZAPA DK.GRIS SPECTER";"45";"22";"99"
"ANHK06101601N";"ZAPA NGO BUZZ";"45";"22";"99"
"ANHK06101613";"ZAPA BUZZ GRIS NAR";"45";"22";"99"
"ANHK06101613G";"ZAPA GRIS/NJA BUZZ";"45";"22";"99"
"ANHK06101801N";"ZAPA NGO/GRIS REVOLT";"45";"22";"99"
"ANHK06101807G";"ZAPA GRIS GRAFITO REVOLT";"45";"22";"99"
"ANHK06101813G";"ZAPA GRIS REVOLT";"45";"22";"99"
"ANHK06101903";"ZAPA AZUL/ROJO GRAVITY ULTRALIVIANO";"45";"22";"99"
"ANHK06103301N";"ZAPA NGO/BCO PULSE";"45";"22";"99"
"ANHK06103602";"ZAPA BRAKER BLANCA DEP RUN HORMA AMPLIA";"45";"22";"99"
"ANHK06103901N";"ZAPA NGO CROSS TRAINER";"45";"22";"99"
"ANHK06103901NOF";"FALLA ZAPA NGO CROSS TRAINER";"45";"22";"99"
"ANHK06104304G";"ZAPA GRIS/AZUL CROSS FIELD";"45";"22";"99"
"ANHK06104601";"ZAPA NGO EPSILON HRE TRAINING";"45";"22";"99"
"ANHK06104801";"ZAPA NGO EVO WALKER ULTRALIVIANO";"45";"22";"99"
"ANHK06104809";"ZAPA VDE M.EVO WALKER ULTRALIVIANO";"45";"22";"99"
"ANHK06104821";"ZAPA AZUL/LIMA EVO WALKER ULTRALIVIANO";"45";"22";"99"
"ANHK06105036";"ZAPA NIMBUS NEGRO MOLINEAUX DEP WALKING";"45";"22";"99"
"ANHK06105037";"ZAPA NIMBUS GRIS MOLINEAUX DEP WALKING";"45";"22";"99"
"ANHK06105321";"ZAPA LIGHT ROAD AZUL LIMA DEP WALKING";"45";"22";"99"
"ANHK06105339";"ZAPA LIGHT ROAD NGO ROJO DEP WALKING";"45";"22";"99"
"ANHK6100104G";"ZAPA GRIS/AMARILLO MANTRA SPEED";"45";"22";"99"
"ANKK06302630";"ZAPA BCO THE ICON NCN JUNIOR";"45";"22";"99"
"ANKK06402630";"ZAPA BCO THE ICON NCN KIDS";"45";"22";"99"
"AODCO20601";"CHALECO RT IRIS";"24";"23";"99"
"AODV25640";"VESTIDO MFL VALENTINA";"19";"23";"99"
"ARTICULO";"ARTICULO GENERICO";"99";"99";"99"
"AXCOBUAZ88910";"BUZO AZUL - CODIGO 8891001";"21";"23";"99"
"AXCOBUG88910";"BUZO GRIS - CODIGO 8891001";"21";"23";"99"
"AXCOCHAZ88910";"CHOMBA AZUL PIQUE - CODIGO 8891005";"12";"23";"99"
"AXCOCHB88910";"CHOMBA BCO PIQUE - CODIGO 8891005";"12";"23";"99"
"AXCOPG88910";"PANT.GRIS - CODIGO 8891003";"03";"23";"99"
"AXCORAZ88910";"REM.AZUL PIQUE - CODIGO 8891004";"10";"23";"99"
"AXCORB88910";"REM.BCO PIQUE - CODIGO 8891004";"10";"23";"99"
"BANHABF953";"CUELLO TEJIDO";"40";"99";"99"
"BANHABX94025";"BOXER FULL ALGODON";"32";"99";"99"
"BANHAPF95528";"PERFUME PEARL";"44";"26";"99"
"BANHJ5004";"JEAN USAIN T-MEDIO LINEA PREMIUM";"01";"08";"99"
"BANHJ5009";"JEAN VIKTORAS SPANDEX PREMIUM ECO";"01";"09";"99"
"BANHJ5016";"JEAN LAWHAT SLIM FIT ROTURAS NGO";"01";"09";"11"
"BANHJ5023";"JEAN ROSHAN SPANDEX PREMIUM";"01";"09";"99"
"BANHJ5025";"JEAN OMER ADAM SPANDEX PREMIUM";"01";"09";"99"
"BANHJ5036";"JEAN WORTH SPANDEX T-MEDIO";"01";"08";"99"
"BANHJ5049";"JEAN SHEERAN SPANDEX T-MEDIO";"01";"08";"99"
"BANHJ5066";"JEAN RODDIP SPANDEX";"01";"09";"99"
"BANHJ5079";"JEAN PINHAS SPANDEX";"01";"09";"99"
"BANHJ5087";"JEAN AMBROISE SPANDEX PREMIUM";"01";"09";"99"
"BANHJ521";"JEAN BARN EXTRA SLIM FIT SPANDEX PREMIUM";"01";"09";"11"
"BANHJ523";"JEAN MEDELLIN EXTRA SLIM FIT SPANDEX PRE";"01";"09";"11"
"BANHJ7002";"JEAN MOD.VARIOS";"01";"09";"99"
"BANHP6278MZ";"JOGGER MOST.BAXTER";"08";"99";"99"
"BANHP6447AZ";"PANT.CHINO AZUL ERINTH SPANDEX";"02";"09";"99"
"BANHP6447BE";"PANT.CHINO BEIGE CLARO ERINTH SPANDEX";"02";"09";"99"
"BANHP6447BE1";"PANT.CHINO BEIGE OSC.ERINTH SPANDEX";"02";"09";"99"
"BANHP6447M";"PANT.CHINO MARRON ERINTH SPANDEX";"02";"09";"99"
"BANIHBU2746";"BUZO TELLER ESTAMPA ESC.RED.";"21";"02";"01"
"BANVHB654";"BERM.JEAN JARAS SPANDEX PREMIUM";"04";"99";"99"
"BANVHB660";"BERM.JEAN MALBEC SPANDEX PREMIUM";"04";"99";"99"
"BANVHB662";"BERM.JEAN ALHAJIB SPANDEX PREMIUM";"04";"99";"99"
"BANVHC2022";"CAM.HANANAIH SPANDEX C/ESTAMPA M/L";"15";"02";"99"
"BANVHC3000";"CAM.BARBADOS FIBRANA ESTAMPA M/C";"15";"02";"99"
"BCONAK1032002";"GUILLE.NGO GIRL SCHOOL II";"45";"23";"99"
"BCONEK1031004";"ZAPATO NGO C/ABROJO";"45";"20";"99"
"BCONEK1031005";"ZAPATO NGO C/TRENZA";"45";"20";"99"
"BFHAPF9902";"PERFUME SILVER GRAY X 100ML";"44";"26";"99"
"BFHAPF9906";"DESOD.BODY SPRAY SILVER BLACK X 157ML";"44";"25";"99"
"BFHAPF9907";"DESOD.BODY SPRAY SILVER GREY X 157ML";"44";"25";"99"
"BFHAPF9911";"PERFUME ROYAL BLUE X 100ML";"44";"26";"99"
"BFHJ5043";"JEAN FIRENZE DEEP BLUE SLIM FIT";"01";"99";"11"
"BFHJ5055";"JEAN FIRENZE LIGHT BLUE";"01";"99";"99"
"BFHP6406AZ";"PANT.NAVY GAB.CORTE CHINO MARMI";"99";"99";"99"
"BFHP6406N";"PANT.NGO.GAB.CORTE CHINO MARMI";"02";"99";"99"
"BFHP8919";"JOGGING BRUNO FRISA";"02";"99";"99"
"BFIHBU8009";"BUZO CAMPAÑA FRISA ESC.RED.";"21";"02";"01"
"BFIHBU8010";"BUZO CAMPAÑA FRISA";"21";"02";"99"
"BFIHC3521";"CAM.MILANO RAYAS M/L";"15";"03";"99"
"BFIHC3536";"CAM.CLASSIC OXFORD LISA M/L";"15";"02";"99"
"BFIHR1041";"REM.SIENA ESTAMPA M/C";"10";"02";"99"
"BFIHR1505";"REM.DUCK EMBROIDERY LOGO M/L";"11";"01";"99"
"BFIHR1508";"REM.VERONA LISA C/CARTERA M/L";"11";"01";"99"
"BFIHSW4017";"SWEATER MILAN BAS.ESC.RED.";"23";"01";"01"
"BFIHSW4018";"SWEATER MILAN BAS.ESC.V";"23";"01";"02"
"BFIHSW4025";"SWEATER SIMON 1/2 CIERRE LISO";"23";"01";"99"
"BFIHSW4032";"SWEATER STANFORD RAYADO";"23";"03";"99"
"BFVHB6405";"BERM.GAB.CORTE CHINO ANUK";"04";"99";"99"
"BFVHB6417";"BERM.KANE GAB.CORTE CHINO";"04";"99";"99"
"BFVHB8918";"BERM.THEO ALG.RUSTICO";"04";"99";"99"
"BFVHC3003";"CAM.MILANO ESTAMPADA M/C";"14";"02";"99"
"BFVHC3533N";"CAM.NGO LISA DEBBIE SLIM M/L";"15";"99";"11"
"BFVHC3542";"CAM.MILANO ESTAMPA SLIM FIT M/L";"15";"02";"11"
"BFVHC3548AZ";"CAM.AZUL LINEN CUELLO MAO M/L";"15";"99";"03"
"BFVHC3548N";"CAM.NGO LINEN CUELLO MAO M/L";"15";"99";"03"
"BFVHC3548RS";"CAM.ROSA LINEN CUELLO MAO M/L";"15";"99";"03"
"BFVHCH2021BO";"CHOMBA LISA BORDEAUX JERSEY ALG.LENOX";"12";"01";"99"
"BFVHCH2021CE";"CHOMBA LISA CEL.JERSEY ALG.LENOX";"12";"01";"99"
"BFVHCH2021G";"CHOMBA LISA MELANGE JERSEY LENOX";"12";"01";"99"
"BFVHCH2035MG";"CHOMBA MGE LISA PIQUE";"12";"01";"99"
"BFVHCH2425";"CHOMBA RAYADA JERSEY WESTBURY";"12";"03";"99"
"BFVHR1025";"REM.ESTAMPA FRENTE";"10";"02";"99"
"BFVHR1040";"REM.ESTAMPA FRENTE Y ESPALDA";"10";"02";"99"
"BFVHR1044";"REM.ESTAMPA ESC.RED.";"10";"02";"01"
"BFVHR1046CP";"REM.BAS.CIPRES DUCK LOGO BORDADO";"10";"01";"99"
"BFVHR1046CZ";"REM.BAS.CENIZA DUCK LOGO BORDADO";"10";"01";"99"
"BFVHR1046LR";"REM.BAS.LAGO RETRO DUCK LOGO BORDADO";"10";"01";"99"
"BFVHR1046MG";"REM.BAS.MELANGE DUCK LOGO BORDADO";"10";"01";"99"
"BFVHR1046MGO";"REM.BAS.MELANGE OSC.DUCK LOGO BORDADO";"10";"01";"99"
"BFVHR1046PT";"REM.BAS.PETROLEO DUCK LOGO BORDADO";"10";"01";"99"
"BFVHR1046R";"REM.BAS.ROJO DUCK LOGO BORDADO";"10";"01";"99"
"BFVHR1047CD";"REM.BAS.CRUDO DUCK EMBROIDERY ALG.ESC.V";"10";"01";"02"
"BFVHR1047CE";"REM.BAS.CEL.DUCK EMBROIDERY ALG.ESC.V";"10";"01";"02"
"BFVHR1047MG";"REM.BAS.MGE DUCK EMBROIDERY ALG.ESC.V";"10";"01";"02"
"BFVHR1047N";"REM.BAS.NGO DUCK EMBROIDERY ALG.ESC.V";"10";"01";"02"
"BFVHR1050N";"REM.NGO JERSEY C/CARTERA";"10";"99";"99"
"BORRAR";"art para borrar";"01";"01";"01"
"BORRAR1";"BORRAR 1";"01";"01";"01"
"BORRAR2";"BORRAR 2";"01";"01";"01"
"BRABO7104313";"BOLSO TOTAL BLACK NEGRO GABARDINA EST";"37";"99";"99"
"BRABO71068124";"BOLSO OREGON CAFE USB";"37";"99";"99"
"BRABO7107113";"BOLSO WARREN NEGRO TRABA Y USB";"37";"99";"99"
"BRAMO7107213";"MOCHILA BOSTON COMBINADA NEGRO";"37";"99";"99"
"BRAMO7107214";"MOCHILA BOSTON COMBINADA AZ MEDIO";"37";"99";"99"
"BRAMO7107313";"MOCHILA ARIZONA NEGRO";"37";"99";"99"
"BRAMO7107423";"MOCHILA DALLAS VERDE MILITAR";"37";"99";"99"
"BRARI7105113";"RIÑONERA NEGRA INTERIOR FORRADO";"38";"99";"99"
"BRARI7105213";"RIÑONERA NEGRA IMPERMEABLE CON BOLSILLO";"38";"99";"99"
"BRARI7106711";"RIÑONERA GRIS DETROIT";"38";"99";"99"
"BRARI7106713";"RIÑONERA NGO DETROIT";"38";"99";"99"
"BRCOBU80065AZ";"BUZO BAS.AZUL M.ESC.RED.";"21";"01";"01"
"BRCOCA8010710";"CAMP.AZUL FRISA C/CAPUCHA";"25";"23";"08"
"BRCOP8010810";"JOGGING AZUL FRISA";"03";"23";"99"
"BRHA70970";"CINTURON MODA";"34";"99";"99"
"BRHABL7104413";"BANDOLERA STREET NEGRO";"37";"99";"99"
"BRHABL7104423";"BANDOLERA STREET VERDE";"37";"99";"99"
"BRHABL7105313";"BANDOLERA NEGRA MATELASSE DOBLE";"37";"99";"99"
"BRHABL7105813";"BANDOLERA CITIZEN NEGRO";"37";"99";"99"
"BRHABL7105913";"BANDOLERA NEAT NEGRO";"37";"99";"99"
"BRHABL7106213";"BANDOLERA FRED NEGRO";"37";"99";"99"
"BRHABT7090090";"BILLETERAS";"41";"99";"99"
"BRHABX2962590";"BOXER MOD.VARIOS";"32";"99";"99"
"BRHABX7082390";"BOXER RAYADO";"32";"03";"99"
"BRHACT29518";"CINTOS VARIOS";"34";"99";"99"
"BRHACT2961890";"CINTURON MOD.VARIOS";"34";"99";"99"
"BRHACT7102813";"CINTO NGO VINTAGE";"34";"99";"99"
"BRHACT7102834";"CINTO SUELA VINTAGE";"34";"99";"99"
"BRHACT7103013";"CINTURON DOBLE COSTURAS NEGRO";"34";"99";"99"
"BRHACT7103026";"CINTURON COSTURAS";"34";"99";"99"
"BRHACT7103213";"CINTO NGO CUERO GASTADO";"34";"99";"99"
"BRHACT7103226";"CINTO CHOCOLATE CUERO GASTADO";"34";"99";"99"
"BRHACT7104513";"CINTO BASICO PASE 40";"34";"99";"99"
"BRHACT7105013";"CINTO DE VESTIR PASE ANGOSTO";"34";"99";"99"
"BRHAGR7201010";"GORRA AZUL M.TRUCKER BICOLOR CON PARCHE";"39";"99";"99"
