"Código";"Descripción";"Categoría";"Tipo";"Clasificación"
"TVHB11350925";"BERM.JEAN CLAYTON T-INTER SLIM C/ROTURAS";"04";"09";"11"
"TVHB11442523";"BERM.DENIM T-INTER SLIM MAIER";"04";"09";"11"
"TVHB11584920";"BERM.JEAN SANDNES T-INTER CALCE SLIM";"04";"09";"11"
"TVHB11646236";"BERM.JEAN PAUL T-INTER CALCE CHUPIN";"04";"09";"12"
"TVHB11646922";"BERM.JEAN PAUL T-INTER CALCE CHUPIN ENER";"04";"09";"12"
"TVHB11646923";"BERM JEAN PAUL T-INTER CHUPIN ENERGY";"04";"09";"12"
"TVHB11650525";"BERM.JEAN RODA T-MEDIO CALCE REG.";"04";"08";"10"
"TVHB11658206";"BERM.JEAN JEAR T-INTER CALCE SLIM";"04";"09";"11"
"TVHB11658525";"BERM JEAN JEAR T-INTER CALCE SLIM";"04";"09";"11"
"TVHB11662536";"BERM.JEAN ALEXANDER T-INTER CALCE SLIM";"04";"09";"11"
"TVHB11664236";"BERM.JEAN CHARLIE T-INTER CALCE CHUPIN";"04";"09";"12"
"TVHB11664237";"BERM.JEAN CHARLIE T-INTER CALCE CHUPIN";"04";"09";"12"
"TVHB11676524";"BERM.JEAN ZLIM T-INTER CALCE SLIM";"04";"09";"11"
"TVHB11676536";"BERM.JEAN ZLIN T-BAJO CALCE CHUPIN";"04";"07";"12"
"TVHB11676920";"BERM ZLIN JEAN T-BAJO CHUPIN ELAST";"04";"07";"12"
"TVHB11676922";"BERM ZLIN T.BAJO CHUPIN";"04";"07";"12"
"TVHB11698524";"BERM.JEAN QUARTZ T-BAJO CALCE CHUPIN";"04";"07";"12"
"TVHB11698525";"BERM.JEAN QUARTZ T-BAJO CALCE CHUPIN";"04";"07";"12"
"TVHB11698601";"BERM.JEAN QUARTZ T-BAJO CALCE CHUPIN";"04";"07";"12"
"TVHB11702236";"BERM.JEAN ALAIN T-INTER CALCE SLIM";"04";"09";"11"
"TVHB11722603";"BERM.AZUL CARGO GAB.ELAST.BRAQUE";"04";"12";"99"
"TVHB11722668";"BERM.CARGO GAB.ELAST.BRAQUE";"04";"12";"99"
"TVHB11726918";"BERM.JEAN ROWAN T-INTER CALCE SLIM";"04";"09";"11"
"TVHB11728605";"BERM.BEIGE GABARDINA CORTE CHINO OTTO";"04";"99";"99"
"TVHB11728618";"BERM.VDE P.GABARDINA CORTE CHINO OTTO";"04";"99";"99"
"TVHB11728640";"BERM.AERO GABARDINA CORTE CHINO OTTO";"04";"99";"99"
"TVHB11728717";"BERM.CEL.P.GABARDINA CORTE CHINO OTTO";"04";"99";"99"
"TVHB11728717OFF";"FALLA BERM.CEL.P.GABARDINA CORTE CHINO OTTO";"04";"99";"99"
"TVHB11728857";"BERM.AZUL O.GAB.CT CHINO T-INTER OTTO";"04";"09";"99"
"TVHB11728936";"BERM.ROSA GAB.CT CHINO T-INTER OTTO";"04";"09";"99"
"TVHB11728985";"BERM.CEL.BAG.CT CHINO OTTO";"04";"99";"99"
"TVHB11760238";"BERM JEAN T.INTER SLIM";"04";"09";"11"
"TVHB11762235";"BERM JEAN T.MEDIO SLIM";"04";"08";"11"
"TVHB11762523";"BERM JEAN T.MEDIO SLIM";"04";"08";"11"
"TVHB11820602";"BERM.GAB.ELLIOT CORTE CHINO";"04";"99";"99"
"TVHB11820603";"BERM.GAB.ELLIOT CORTE CHINO";"04";"99";"99"
"TVHB11820624";"BERM.GAB.ELLIOT CORTE CHINO";"04";"99";"99"
"TVHB11838603";"BERM ALFONSO CHINA GAB SLIM ALG Y ELST";"04";"09";"11"
"TVHB11838604";"BERM ALFONSO CHINA GAB SLIM ALG Y ELST";"04";"09";"11"
"TVHB11838668";"BERM ALFONSO CHINA GAB SLIM ALG Y ELST";"04";"09";"11"
"TVHB11840604";"BERM TINSEL CARGO VDE MILITAR SLIM GAB";"04";"12";"11"
"TVHB11842603";"BERM CLOVER GAB CHINA SLIM";"04";"08";"11"
"TVHB11842604";"BERM CLOVER GAB CHINA SLIM";"04";"08";"11"
"TVHB11842605";"BERM CLOVER GAB CHINA SLIM";"04";"08";"11"
"TVHB11844602";"BERM BRAN  NGO CARGO GAB SLIM";"04";"12";"11"
"TVHB11844668";"BERM BRAN CARGO GAB SLIM";"04";"12";"11"
"TVHB11844680";"BERM BRAN CARGO GAB SLIM";"04";"12";"11"
"TVHB11844680OFF";"FALLA BERM BRAN CARGO GAB SLIM";"04";"12";"11"
"TVHB11940537";"BERM.JEAN MUSK T-INTER ELASTIZADO";"04";"09";"99"
"TVHB11944523";"BERM.JEAN ANTER T-INTER REG.";"04";"09";"10"
"TVHB11952234";"BERM ROHNER T-INTER SLIM JEAN ELAST";"01";"09";"11"
"TVHB11956525";"BERM.JEAN WABI T-MEDIO ELASTIZADO";"04";"08";"99"
"TVHB11964116";"BERM MAUVE CHINA GAB MARINO MEL T-INTER SLIM ALG Y ELST";"04";"09";"11"
"TVHB11964116OFF";"FALLA BERM MAUVE CHINA GAB MARINO MEL T-INTER SLIM ALG Y ELST";"04";"09";"11"
"TVHB11964602";"BERM MAUVE CHINA T-INTER SLIM ELAST NGO";"04";"09";"11"
"TVHB13218523";"BERM TURNER T-INTER SLIM JEAN";"01";"09";"11"
"TVHB13222602";"BERM MONTE NGO CARGO T-MEDIO REG ELAST";"04";"12";"10"
"TVHB13222605";"BERM MONTE BEIGE CARGO T-MEDIO REG ELAST";"04";"12";"10"
"TVHB13222625";"BERM MONTE CEMENTO CARGO T-MEDIO REG ELAST";"04";"12";"10"
"TVHB13228525";"BERM DILOM T-INTER SLIM JEAN";"01";"09";"11"
"TVHB13240602";"BERM TAKEO LINO CHINO NGO T-INTER REG";"04";"09";"10"
"TVHB13240609";"BERM TAKEO LINO CHINO CRUDO T-INTER REG";"04";"09";"10"
"TVHB13268939";"BERM SAUCO CHINO POMELO T-INTER SLIM GAB";"04";"09";"10"
"TVHB13354617";"BERM DARWIN CHINA ELAST T-INTER SLIM";"04";"09";"11"
"TVHB13360602";"BERM CAMPOS NGO CARGO T-MEDIO REG ELAST";"04";"12";"10"
"TVHB13360604";"BERM CAMPOS VDE MILITAR CARGO T-MEDIO REG ELAST";"04";"12";"10"
"TVHB13360625";"BERM CAMPOS VDE CARGO T-MEDIO REG ELAST";"04";"12";"10"
"TVHB13362493";"BERM VEGA VDE MUSGO T-INTER REG ELAST";"04";"09";"10"
"TVHB13362624";"BERM VEGA CAMEL T-INTER REG ELAST";"04";"09";"10"
"TVHB13362683";"BERM VEGA GRIS GRAFITO T-INTER REG ELAST";"04";"09";"10"
"TVHB13368525";"BERM GAURAV T-MEDIO JEAN  REG ELAST";"04";"08";"10"
"TVHB13376503";"BERM LARS JEAN T-INTER REGULAR CARPINTERO";"04";"09";"10"
"TVHB13376568";"BERM LARS JEAN T-INTER REGULAR CARPINTERO";"04";"09";"10"
"TVHB13388711";"BERM ZEKA T-INTER SLIM JEAN ELAST";"01";"09";"11"
"TVHB13408235";"BERM TRICKS JEAN T-INTER REG.";"04";"09";"10"
"TVHB13408920";"BERM TRICKS JEAN T-INTER REG.";"04";"09";"10"
"TVHB13426237";"BERM DUNE JEAN T-INTER REG CARTERA CIERRE";"04";"09";"10"
"TVHB13530236";"BERM CANNEST-INTER SLIM JEAN";"01";"09";"11"
"TVHB13790604";"BERM DOMUS VDE MILITAR GAB CARGO T-INTER REG";"04";"12";"10"
"TVHB13816525";"BERM RENZO T-INTER SLIM JEAN";"01";"09";"11"
"TVHB13816712";"BERM RENZO T-INTER SLIM JEAN";"01";"09";"11"
"TVHC02436259";"CAM.ROSA BB CLASICA HERD M/C";"14";"01";"99"
"TVHC02436601";"CAM.BCO CLASICA HERD M/C";"14";"01";"99"
"TVHC02436602";"CAM.NGO CLASICA HERD M/C";"14";"01";"99"
"TVHC02436603";"CAM.AZUL CLASICA ALG.HERD M/C";"14";"01";"99"
"TVHC02436660";"CAM.AGUA MAR.CLASICA HERD M/C";"14";"01";"99"
"TVHC02436964";"CAM.SALMON NEON CLASICA HERD M/C";"14";"01";"99"
"TVHC12966601";"CAM.BCO LISA ALG.ELAST.SEMIENT.STHET M/L";"15";"01";"05"
"TVHC12966602";"CAM.NGO LISA ALG.ELAST.SEMIENT.STHET M/L";"15";"01";"05"
"TVHC22136870";"CAM.VDE CLAS.BLADI M/C";"14";"99";"99"
"TVHC22366601";"CAM.BCA ENEKA M/C";"14";"99";"99"
"TVHC22460606";"CAM.BORDO ALG.CUADRO SEMIENT.PABLO M/L";"15";"04";"99"
"TVHC22460606OFF";"FALLA CAM.BORDO ALG.CUADRO SEMIENT.PABLO M/L";"15";"04";"99"
"TVHC22460930";"CAM.AZUL I.ALG.CUADRO SEMIENT.PABLO M/L";"15";"04";"99"
"TVHC22952626";"CAM.CEL.ALG.CLAS.C/BROC.M/C HEDEON";"14";"99";"99"
"TVHC22952660";"CAM.AGUA M.ALG.CLAS.C/BROC.M/C HEDEON";"14";"99";"99"
"TVHC22976335";"CAM.PACK AKIM ALG.EST.SEMI ENT.M/C";"14";"06";"99"
"TVHC26008603";"CAM.AZUL ALG.CUADROS M/L ANIELI";"15";"04";"99"
"TVHC26008606";"CAM.BORDO ALG.CUADROS M/L AUGUSTO";"15";"04";"99"
"TVHC26008681";"CAM.GRIS ALG.CUADROS M/L ANIELI";"15";"04";"99"
"TVHC26030681";"CAM.GRIS ALG.RAY.C/EST.M/L VLADISLAV";"15";"03";"99"
"TVHC26056525";"CAM.DENIM SEMIENT.M/C VAZQUES";"14";"99";"99"
"TVHC26092416";"CAM.AZUL F.ALG.CUADRO SEMIENT.ATHAN M/L";"15";"04";"99"
"TVHC26092416OFF";"FALLA CAM.AZUL F.ALG.CUADRO SEMIENT.ATHAN M/L";"15";"04";"99"
"TVHC26092976";"CAM.CEREZA ALG.CUADRO SEMIENT.ATHAN M/L";"15";"04";"99"
"TVHC26120679";"CAM.AZUL T.ALG.CLEYTON M/L";"15";"99";"99"
"TVHC26132603";"CAM.AZUL LISA ALG.ELAST.SEMIENT.AMID M/L";"15";"01";"05"
"TVHC26136601";"CAM.BCO ALG.ELAST.EST.SEMIENT.CHAD M/L";"15";"02";"05"
"TVHC26136679";"CAM.AZUL T.ALG.ELAST.EST.SEMIENT.CHAD ML";"15";"02";"05"
"TVHC26136698";"CAM.NGO CB.ALG.ELAST.EST.SEMIENT.CHAD ML";"15";"02";"05"
"TVHC26142223";"CAM.ROJO ALG.CUADROS NERON M/C";"14";"04";"99"
"TVHC26142681";"CAM.GRIS CUADROS DOBLE BOL.M/C NERON";"14";"04";"99"
"TVHC26166603";"CAM.AZUL CUADROS 2 BOLSILLOS MONDRAGO ML";"15";"04";"99"
"TVHC26168416";"CAM.AZUL F.CUADROS POPLIN SEMIE.PINEL ML";"15";"04";"99"
"TVHC26174603";"CAM.AZUL FIBRANA EST.SAINT LUCIA M/C";"14";"02";"99"
"TVHC26174605";"CAM.BEIGE FIBRANA ESTAMP.SAINT LUCIA M/C";"14";"02";"99"
"TVHC26174611";"CAM.HUESO FIBRANA ESTAMP.SAINT LUCIA M/C";"14";"02";"99"
"TVHC26174626";"CAM.CEL.FIBRANA ESTAMP.SAINT LUCIA M/C";"14";"02";"99"
"TVHC26176418";"CAM.AZUL E.FIBRANA EST.SOANA M/C";"14";"02";"99"
"TVHC26176585";"CAM.VAINILLA FIBRANA EST.SOANA M/C";"14";"02";"99"
"TVHC26176601";"CAM.BCO FIBRANA EST.SOANA M/C";"14";"02";"99"
"TVHC26176610";"CAM.HIELO FIBRANA EST.SOANA M/C";"14";"02";"99"
"TVHC26176637";"CAM.TIZA FIBRANA ESTAMPADA ALG.SOANA M/C";"14";"02";"99"
"TVHC26176679";"CAM.AZUL T.FIBRANA ESTAM.ALG.SOANA M/C";"14";"02";"99"
"TVHC26178249";"CAM.BCO S.ALG.ELAST.EST.SEMIENT.DIDIO ML";"15";"02";"05"
"TVHC26178608";"CAM.BCO M.ALG.ELAST.EST.SEMIENT.DIDIO ML";"15";"02";"05"
"TVHC26178823";"CAM.BCO E.ALG.ELAST.EST.SEMIENT.DIDIO";"15";"02";"05"
"TVHC26178824";"CAM.NGO E.ALG.ELAST.EST.SEMIENT.DIDIO ML";"15";"02";"05"
"TVHC26188243";"CAM.CEL.C.POPLIN HILO COLOR CUADROS M/C";"14";"04";"99"
"TVHC26188603";"CAM.AZUL POPLIN HILO COLOR CUADROS M/C";"14";"04";"99"
"TVHC26196601";"CAM.BCO POPLIN ELASTZ.C.MAO ML TANZA";"15";"01";"03"
"TVHC26202601";"CAM.BCO LISA POPLIN ESLAST.M/L CUARZO";"14";"01";"99"
"TVHC26252603";"CAM.AZUL ALG.CUADROS M/L ANDRE";"14";"04";"99"
"TVHC26256601";"CAM MC AGUSTE BCO AZ CUADROS ALG BOL REG";"15";"04";"10"
"TVHC26256603";"CAM MC AGUSTE AZ MARINO ROJ CUADRO ALG REG";"15";"04";"10"
"TVHC26256603OFF";"FALLA CAM MC AGUSTE AZ MARINO ROJ CUADRO ALG REG";"15";"04";"10"
"TVHC26262223";"CAM.ROJO POPLIN CUADROS M/C BRUNO";"14";"04";"99"
"TVHC26268223";"CAM.ROJO POPLIN CUADROS HILO COLOR M/C";"14";"04";"99"
"TVHC26268604";"CAM.VDE POPLIN CUADROS HILO COLOR M/C";"14";"04";"99"
"TVHC26270223";"CAM.ROJO ALG.CUADROS CLAUDE M/C";"14";"04";"99"
"TVHC26270602";"CAM.NGO ALG.CUADROS CLAUDE M/C";"14";"04";"99"
"TVHC26286843";"CAM MC GASTON NGO NAR ALG EST";"14";"02";"99"
"TVHC26290601";"CAM.BCO ALG.ESTAMPA ALESSANDRO M/C";"14";"02";"99"
"TVHC26290626";"CAM.CEL.ALG.ESTAMPA ALESSANDRO M/C";"14";"02";"99"
"TVHC26292603";"CAM.AZUL CLASICA ESTAMPADA DANTE M/C";"14";"02";"99"
"TVHC26300259";"CAM.ROSA BB POPLIN ESTAMPA ELIAS M/C";"14";"02";"99"
"TVHC26300909";"CAM.AQUALINO POPLIN ESTAMPA ELIAS M/C";"14";"02";"99"
"TVHC26312609";"CAM MC PAUL CRUDO ALG BAS BOL REG";"15";"01";"10"
"TVHC26312626";"CAM MC PAUL CELESTE ALG BAS BOL REG";"15";"01";"10"
"TVHC26314601";"CAM.BCO VISCOSA LINO C/LYCRA EST.DENALI";"14";"02";"99"
"TVHC26318626";"CAM.CEL.CLAS.LISA 2 BOLSILLOS LUIGI M/C";"14";"01";"99"
"TVHC26326601";"CAM.BCO ALG.CUELLO MAO EST.ADRIANO M/L";"15";"02";"03"
"TVHC26494602";"CAM MC BLACK NGO FIBRANA ALG EST";"14";"02";"99"
"TVHC26502601";"CAM MC DINASTIA BCO ALG EST";"14";"02";"99"
"TVHC26502603";"CAMISA MC DINASTIA AZ MARINO LINO EST";"14";"02";"99"
"TVHC26524642";"CAM Mc TRIVA CUADROS VDE MANZANA POPLIN";"15";"04";"10"
"TVHC26524871";"CAM MC TRIVA CUADROS CORAL CLARO POPLIN ALG";"14";"04";"10"
"TVHC26658668";"CAM MC GOOD CUADROS BEIGE TOSTADO C/BOLSILLO";"14";"04";"10"
"TVHC26658668OFF";"FALLA CAM MC GOOD CUADROS BEIGE TOSTADO C/BOLSILLO";"14";"04";"10"
"TVHC26658706";"CAM MC GOOD CUADROS CORAL INTENSO C/BOLSILLO";"14";"04";"10"
"TVHC26658706OFF";"FALLA CAM MC GOOD CUADROS CORAL INTENSO C/BOLSILLO";"14";"04";"10"
"TVHC26660760";"CAM MC IDOL CUADROS VDE SECO C/BOLSILLO";"14";"04";"10"
"TVHC26660859";"CAM MC IDOL CUADROS ROSA SUSPIRO C/BOLSILLO";"14";"04";"10"
"TVHC26666243";"CAM MC DEMIAN CUADROS CELESTE CLARO C/BOLSILLO";"14";"04";"10"
"TVHC26666760";"CAM MC DEMIAN CUADROS VDE SECO C/BOLSILLO";"14";"04";"10"
"TVHC26692632";"CAM MC BELY CORAL EST C/BOLSILLO LINO";"14";"04";"10"
"TVHC26692899";"CAM MC BELY VDE TROPICAL EST C/BOLSILLO LINO";"14";"04";"10"
"TVHC26694603";"CAM MC BONGO AZ MARINO EST C/BOLSILLO LINO";"14";"04";"10"
"TVHC26694609";"CAM MC BONGO CRUDO EST C/BOLSILLO LINO";"14";"04";"10"
"TVHC26698243";"CAM MC LOUCA CELESTE CLARO C/BOLSILLO LINO";"14";"04";"10"
"TVHC26698549";"CAM MC LOUCA AMARILLO PATITO C/BOLSILLO LINO";"14";"04";"10"
"TVHC26714243";"CAM MC BELUM ESTAMP CEL CLARO POPLIN BOLSILLO";"14";"02";"10"
"TVHC26718680";"CAM MC SEDUM GRIS TOPO FIBRANA RAYON EST";"14";"02";"99"
"TVHC26854681";"CAM MC PARAISO GRIS EST C/BOLSILLO CLASICA";"14";"02";"10"
"TVHC26854719";"CAM MC PARAISO VDE LIMA EST C/BOLSILLO CLASICA";"14";"02";"10"
"TVHC26892259";"CAM MC TRIVIA ROSA BB RAY C/BOLSILLO CLASICA";"14";"03";"10"
"TVHCH03862416";"CHOMB MC HAVANT AZ FRANCIA PIQUE DEP EST";"12";"02";"99"
"TVHCH03862602";"CHOMBA MC HAVANT NGO PIQUE DEP EST";"12";"02";"10"
"TVHCH04478220";"CHOMBA MC BSAS 04478220 MICROPIQUE";"12";"01";"10"
"TVHCH04478224";"CHOMBA MC BSAS AZ CAPRI MICROPIQUE";"12";"01";"10"
"TVHCH04478323";"CHOMBA BAS.ROJA MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478323OF";"FALLA CHOMBA BAS.ROJA MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478416";"CHOMBA BAS.AZUL F.MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478419";"CHOMBA MC BSAS VERDE LIMA CLARO MICROPIQUE";"12";"01";"99"
"TVHCH04478456";"CHOMBA MC BSAS MICRO PIQUE AZ ELEMENTAL REG BAS";"12";"01";"10"
"TVHCH04478457";"CHOMBA MC BSAS MICRO PIQUE AZ CHANNEL REG BAS";"12";"01";"10"
"TVHCH04478458";"CHOMBA BSAS BAS MICROPIQUE ROJO RADIANTE";"12";"01";"01"
"TVHCH04478459";"CHOMBA BSAS BAS MICROPIQUE NARANJA CLARO";"12";"01";"01"
"TVHCH04478493";"CHOMBA MC BSAS VERDE MUSGO MICROPIQUE REG";"12";"01";"01"
"TVHCH04478575";"CHOMB MC VDE PERSA BSAS MICROPIQUE";"12";"01";"99"
"TVHCH04478600";"CHOMBA BAS.MGE MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478600OF";"FALLA CHOMBA BAS.MGE MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478601";"CHOMBA BAS.BCO MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478601OF";"FALLA CHOMBA BAS.BCO MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478602";"CHOMBA BAS.NGO MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478602OF";"FALLA CHOMBA BAS.NGO MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478603";"CHOMBA BAS.AZUL MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478603OF";"FALLA CHOMBA BAS.AZUL MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478606";"CHOMBA BAS.BORDO MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478620";"CHOMBA BAS.MARRON MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478621";"CHOMBA BAS.VDE S.MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478623";"CHOMBA MC MAIZ BSAS MICROPIQUE";"12";"01";"99"
"TVHCH04478624";"CHOMBA BAS.CAMEL MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478626";"CHOMBA MC BSAS CELESTE MICROPIQUE";"12";"01";"99"
"TVHCH04478627";"CHOMB MC NARANJA MICROPIQUE";"12";"01";"99"
"TVHCH04478632";"CHOMBA MC BSAS CORAL MICROPIQUE";"12";"01";"99"
"TVHCH04478640";"CHOMBA BAS.AERO MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478641";"CHOMBA BAS.TOSTADO MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478642";"CHOMBA MC VDE MANZANA BSAS MICROPIQUE";"12";"01";"99"
"TVHCH04478643";"CHOMBA BAS.TURQ.MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478644";"CHOMBA BAS.PATITO MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478652";"CHOMBA BAS.LIMON MD.MICROPIQUE M/C BS.AS";"12";"01";"99"
"TVHCH04478652OF";"FALLA CHOMBA BAS.LIMON MD.MICROPIQUE M/C BS.AS";"12";"01";"99"
"TVHCH04478653";"CHOMBA BAS.TOMATE MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478653OF";"FALLA CHOMBA BAS.TOMATE MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478665";"CHOMB MC VIOLETA CLARO MICROPIQUE";"12";"01";"99"
"TVHCH04478671";"CHOMBA BAS.VDE D.MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478676";"CHOMBA BAS.AZUL CEL.MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478677";"CHOMBA MC AVELLANA  BSAS MICROPIQUE";"12";"01";"99"
"TVHCH04478679";"CHOMB BSAS MC AZ TORMENTA MICROPIQUE";"12";"01";"99"
"TVHCH04478706";"CHOMBA BAS.CORAL I.MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478708";"CHOMB MC BSAS AZ CARIBE MICROPIQUE";"12";"01";"99"
"TVHCH04478708OF";"FALLA CHOMB MC BSAS AZ CARIBE MICROPIQUE";"12";"01";"99"
"TVHCH04478719";"CHOMBA MC BSAS VDE LIMA MICRO PIQUE";"12";"01";"10"
"TVHCH04478722";"CHOMBA MC VDE PRADERA BSAS MICROPIQUE";"12";"01";"99"
"TVHCH04478775";"CHOMBA MC BSAS AZUL VIOLACEO MICROPIQUE";"12";"01";"99"
"TVHCH04478808";"CHOMBA MC BSAS BISCUIT MICROPIQUE";"12";"01";"99"
"TVHCH04478815";"CHOMBA MC AZ REAL BSAS MICROPIQUE REG";"12";"01";"99"
"TVHCH04478822";"CHOMBA BAS.CORAL G.MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478829";"CHOMBA BAS.CEL.B.MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478853";"CHOMBA BAS.CEL.MGE MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478870";"CHOMBA BAS.VDE MICROPIQUE BS.AS.";"12";"01";"99"
"TVHCH04478871";"CHOMB MC CORAL CLARO MICROPIQUE";"12";"01";"99"
"TVHCH04478876";"CHOMBA BSAS TABACO MICROPIQUE";"12";"01";"99"
"TVHCH04478882";"CHOMBA BAS.VDE PET.GZ.MICROPIQUE M/C";"12";"01";"99"
"TVHCH04478884";"CHOMBA BAS.AZULINO MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478892";"CHOMBA BSAS CARAMELO MICROPIQUE";"12";"01";"99"
"TVHCH04478893";"CHOMBA BAS.MORADO MGE.MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478894";"CHOMBA BAS.TURQ.GRANZ.MICROPIQUE BSAS";"12";"01";"99"
"TVHCH04478898";"CHOMBA BSAS CEL OSCURO MICROPIQUE";"12";"01";"99"
"TVHCH04478899";"CHOMBA MC BSAS VERDE TROPICAL MICROPIQUE";"12";"01";"99"
"TVHCH04478899OF";"FALLA CHOMBA MC BSAS VERDE TROPICAL MICROPIQUE";"12";"01";"99"
"TVHCH04478906";"CHOMBA BAS.ROSA D.MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478907";"CHOMBA MC BSAS SALMON MICROPIQUE";"12";"01";"99"
"TVHCH04478908";"CHOMBA MC BSAS ROSA CHICLE MICROPIQUE";"12";"01";"99"
"TVHCH04478908OF";"FALLA CHOMBA MC BSAS ROSA CHICLE MICROPIQUE";"12";"01";"99"
"TVHCH04478937";"CHOMBA BAS.VDE E.MICROPIQUE BS.AS.";"12";"01";"99"
"TVHCH04478937OF";"FALLA CHOMBA BAS.VDE E.MICROPIQUE BS.AS.";"12";"01";"99"
"TVHCH04478940";"CHOMB MC TURQUESA CLARO CLARO MICROPIQUE";"12";"01";"99"
"TVHCH04478943";"CHOMBA MC BORGOÑA BSAS MICROPIQUE";"12";"01";"99"
"TVHCH04478944";"CHOMBA BAS.VDE M.MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478952";"CHOMBA MC AZUL MYKONOS BSAS MICROPIQUE REG BAS";"12";"01";"99"
"TVHCH04478952OF";"FALLA CHOMBA MC AZUL MYKONOS BSAS MICROPIQUE REG BAS";"12";"01";"99"
"TVHCH04478974";"CHOMBA BAS.MENTA MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478983";"CHOMBA BAS.VDE CYAN MICROPIQUE BS.AS";"12";"01";"99"
"TVHCH04478985";"CHOMBA BAS.CELESTE B.MICROPIQUE BS.AS.";"12";"01";"99"
"TVHCH04478986";"CHOMBA BAS.AZUL MD.MICROPIQUE M/C BS.AS";"12";"01";"99"
"TVHCH04478991";"CHOMBA MC BSAS VERDE TREBOL MICROPIQUE";"12";"01";"99"
"TVHCH04478991OF";"FALLA CHOMBA MC BSAS VERDE TREBOL MICROPIQUE";"12";"01";"99"
"TVHCH04478999";"CHOMBA MC CIRUELA BSAS MICROPIQUE";"12";"01";"99"
"TVHCH05862619";"CHOMBA PETROLEO RAY.JERSEY";"12";"03";"99"
"TVHCH05862644";"CHOMBA PATITO RAY.JERSEY WIN";"12";"03";"99"
"TVHCH05888602";"CHOMBA NGO G.RAY.CARMAN";"12";"03";"99"
"TVHCH05958881";"CH.AZUL M.GRANIZ.RAY.JERSEY ALG.ANTON";"12";"03";"99"
"TVHCH05960601";"CHOMBA BCO.RAY.JERSEY ALG.ARIEL";"12";"03";"99"
"TVHCH05960602";"CHOMBA NGO.RAY.JERSEY ALG.ARIEL";"12";"03";"99"
"TVHCH05962525";"CH.CEL.DENIM RAY.JERSEY ALG.ARNOLD";"12";"03";"99"
"TVHCH05962679";"CH.AZUL TORMENTA RAY.JERSEY ALG.ARNOLD";"12";"03";"99"
"TVHCH05964117";"CHOMBA VDE.MGE.RAY.JERSEY ALG.ASTOR";"12";"03";"99"
"TVHCH05964600";"CHOMBA MGE.RAY.JERSEY ALG.ASTOR";"12";"03";"99"
"TVHCH05966601";"CH.BCO RAY.JERSEY ALG.BENNY";"12";"03";"99"
"TVHCH05968600";"CHOMBA MGE RAY.JERSEY ALG.CHARLIE";"12";"03";"99"
"TVHCH05970884";"CHOMBA AZULINO GZ.RAY.JERSEY JASP.CIRIAN";"12";"03";"99"
"TVHCH05976600";"CHOMBA MGE RAY.SUEAVE JERSEY ALG.DANILO";"12";"03";"99"
"TVHCH05980602";"CHOMBA NGO.RAY.JERSEY ALG.DEREK";"12";"03";"99"
"TVHCH05982226";"CHOMBA ROSA V.RAY.JERSEY DIMITRI";"12";"03";"99"
"TVHCH05988825";"CHOMBA AZUL F.GRANIZ.RAY.JERSEY DONNIE";"12";"03";"99"
"TVHCH05990932";"CHOMBA GRIS GZ.RAY.JERSEY ALG.EMANUEL";"12";"03";"99"
"TVHCH06008884";"CHOMBA AZULINO G.RAY.JERSEY";"12";"03";"99"
"TVHCH06008932";"CHOMBA GRIS G.RAY.JERSEY";"12";"03";"99"
"TVHCH06010323";"CHOMBA ROJO RAY.JERSEY";"12";"03";"99"
"TVHCH06010643";"CHOMBA TURQ.RAY JERSEY";"12";"03";"99"
